provider_name,program_name,provider_type,cost_type,ages,address,city,state,zip,phone,email,website,source_url,notes,status
Rathbun Lake Area YMCA,,Non-profit organization,Unknown,,708 S Main St,Centerville,IA,52544,#ERROR!,,,,"4.3 stars, 97 reviews",Approved
Forest Lake Baptist Camp,,Children's camp,Unknown,,11733 Copperhead Rd,Bloomfield,IA,52537,#ERROR!,,,,"4.8 stars, 39 reviews",Approved
Roosevelt Recreation Center and Cambridge SportsPlex,,Recreation center,Unknown,,1000 W Burlington Ave,Fairfield,IA,52556,#ERROR!,,,,"4.5 stars, 43 reviews",Approved
Melbourne Recreation Center,,Recreation center,Unknown,,613 Main St,Melbourne,IA,50162,#ERROR!,,,,"4.4 stars, 31 reviews",Approved
Prairie Trails Family Aquatic Center,,Swimming pool,Unknown,,100 McKinley Ave,Corydon,IA,50060,#ERROR!,,,,"4.5 stars, 2 reviews",Approved
Mount Pleasant Family Aquatic Center,,attractions,Unknown,,601 W Clay St,Mt Pleasant,IA,52641,#ERROR!,,,,"4.5 stars, 85 reviews",Approved
Grundy Family Aquatic Center,,attractions,Unknown,,605 12th St,Grundy Center,IA,50638,#ERROR!,,,,"4.7 stars, 61 reviews",Approved
Pella Community Center,,Community center,Unknown,,712 Union St,Pella,IA,50219,#ERROR!,,,,"4.6 stars, 44 reviews",Approved
Sigourney Swimming Pool,,attractions,Unknown,,1018 W Spring St,Sigourney,IA,52591,#ERROR!,,,,"4.3 stars, 52 reviews",Approved
Water Town Swim School,,Swimming school,Unknown,,6705 W Flamingo Way S,St. Petersburg,FL,33707,#ERROR!,,,,"4.8 stars, 149 reviews",Approved
Salt City Splash Aquatic Center,,attractions,Unknown,,"in Carey Park, 1601 S Plum St",Hutchinson,KS,67501,#ERROR!,,,,"4.5 stars, 345 reviews",Approved
Hoisington Recreation Center,,Recreation center,Unknown,,1200 Susank Rd,Hoisington,KS,67544,#ERROR!,,,,"4.4 stars, 101 reviews",Approved
Clearwater Aquatic Center,,Sports complex,Unknown,,145 N 4th St,Clearwater,KS,67026,#ERROR!,,,,"4.5 stars, 13 reviews",Approved
Genesis Health Clubs - Manhattan,,Gym,Unknown,,2800 Allison Ave,Manhattan,KS,66502,#ERROR!,,,,"3.9 stars, 729 reviews",Approved
Hays Aquatic Park,,Aquatic center,Unknown,,300 Main St,Hays,KS,67601,#ERROR!,,,,"4.5 stars, 253 reviews",Approved
NCK Wellness Center,,Wellness center,Unknown,,3033 US-24,Beloit,KS,67420,#ERROR!,,,,"4.6 stars, 50 reviews",Approved
Dodge City Family YMCA,,Youth organization,Unknown,,240 San Jose Dr,Dodge City,KS,67801,#ERROR!,,,,"3.8 stars, 69 reviews",Approved
Hubbard Survival Swim School,,Swimming school,Unknown,,901 N Shore Dr NE,St. Petersburg,FL,33701,#ERROR!,,,,"5 stars, 5 reviews",Approved
Genesis Health Clubs - West Central,,Gym,Unknown,,854 N Socora St,Wichita,KS,67212,#ERROR!,,,,"4.4 stars, 454 reviews",Approved
Lincoln city park,,attractions,Unknown,,,Lincoln,KS,67455,,,,,"5 stars, 20 reviews",Approved
Great Bend Recreation Commission,,Recreation center,Unknown,,1214 Stone St,Great Bend,KS,67530,#ERROR!,,,,"4.4 stars, 67 reviews",Approved
Buhler Wellness Center,,Wellness center,Unknown,,525 Parkside Dr,Buhler,KS,67522,#ERROR!,,,,"4.8 stars, 11 reviews",Approved
British Swim School at Comfort Suites – Georgetown,,Swimming school,Unknown,,121 Darby Dr Pool Area,Georgetown,KY,40324,#ERROR!,,,,"5 stars, 3 reviews",Approved
Paradise Cove Aquatic Center,,attractions,Unknown,,274 Lake Reba Dr,Richmond,KY,40475,#ERROR!,,,,"4.1 stars, 464 reviews",Approved
Florence Aquatic Center,,attractions,Unknown,,8200 Ewing Blvd,Florence,KY,41042,#ERROR!,,,,"4.3 stars, 549 reviews",Approved
Tates Creek Aquatic Center,,attractions,Unknown,,1400 Gainesway Dr,Lexington,KY,40517,#ERROR!,,,,"4.2 stars, 122 reviews",Approved
Whitaker Family YMCA,,Gym,Unknown,,2681 Old Rosebud Rd,Lexington,KY,40509,#ERROR!,,,,"4.6 stars, 690 reviews",Approved
Destiny Camp International,,Swimming instructor,Unknown,,330 Brothers Rd,Scott,LA,70583,#ERROR!,,,,"5 stars, 5 reviews",Approved
Reach Swim Training,,Swimming school,Unknown,,543 Evergreen Dr,Mandeville,LA,70448,#ERROR!,,,,"5 stars, 3 reviews",Approved
LSU Natatorium,,Training center,Unknown,,Nicholson Dr & W Chimes St,Baton Rouge,LA,70808,,,,,"4.2 stars, 10 reviews",Approved
Janes Aquatics,,Swimming instructor,Unknown,,1434 Westchester Dr,Baton Rouge,LA,70810,#ERROR!,,,,"5 stars, 3 reviews",Approved
Quest Fitness,,Fitness center,Unknown,,2 Livewell Dr,Kennebunk,ME,4043,#ERROR!,,,,"4.8 stars, 168 reviews",Approved
LeRoy Greason Pool,,Swimming pool,Unknown,,35 Watson Dr,Brunswick,ME,4011,#ERROR!,,,,"4.4 stars, 41 reviews",Approved
Brunswick Recreation Center,,Recreation center,Unknown,,220 Neptune Dr,Brunswick,ME,4011,#ERROR!,,,,"4.6 stars, 61 reviews",Approved
Fitness and Recreation Center,,Gym,Unknown,,152 Quebec St,Farmington,ME,4938,#ERROR!,,,,"4.7 stars, 111 reviews",Approved
New Balance Student Recreation Center,,Recreation center,Unknown,,Hilltop Rd,Orono,ME,4473,#ERROR!,,,,"4.7 stars, 231 reviews",Approved
Maine Splash Swim School,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 2 reviews",Approved
Little Waves Swim Academy,,Baby swimming school,Unknown,,50 Maine Mall Rd,South Portland,ME,4106,#ERROR!,,,,,Approved
Sanford-Springvale YMCA,,Non-profit organization,Unknown,,1 Emile Levasseur Dr,Sanford,ME,4073,#ERROR!,,,,"4.6 stars, 73 reviews",Approved
Campus Center,,Student union,Unknown,,11 Hills Beach Rd,Biddeford,ME,4005,#ERROR!,,,,"4.6 stars, 32 reviews",Approved
The Health Club and Spa,,Fitness center,Unknown,,1977 S Lisbon Rd,Lewiston,ME,4240,#ERROR!,,,,"4.2 stars, 98 reviews",Approved
Collegiate School Aquatic Center,,Aquatic center,Unknown,,5050 Ridgedale Pkwy,Richmond,VA,23234,,,,,"4.9 stars, 62 reviews",Approved
Wilkies Beach,,Beach,Unknown,,2-8 Mayberry Rd,Gray,ME,4039,,,,,"4.3 stars, 99 reviews",Approved
Monmouth Beach,,attractions,Unknown,,26 Beach Rd,Monmouth,ME,4259,,,,,"3.9 stars, 21 reviews",Approved
Bath Area Family YMCA,,Non-profit organization,Unknown,,303 Centre St,Bath,ME,4530,#ERROR!,,,,"4.5 stars, 255 reviews",Approved
Feet2Fins,,Swimming instructor,Unknown,,909 Texas Ave UNIT 420,Houston,TX,77002,#ERROR!,,,,"5 stars, 53 reviews",Approved
I Will Swim Academy,,Swim club,Unknown,,4502 Almeda Rd,Houston,TX,77004,#ERROR!,,,,"5 stars, 13 reviews",Approved
British Swim School at LA Fitness - Houston Yale and Katy Freeway,,Swimming school,Unknown,,195 Yale St,Houston,TX,77007,#ERROR!,,,,"5 stars, 16 reviews",Approved
Raynboe Swan,,Swimming school,Unknown,,1017 Yorkshire St,Houston,TX,77022,#ERROR!,,,,"5 stars, 81 reviews",Approved
PowerPacked Swimming Lessons,,Swimming school,Unknown,,5325 Cornish St,Houston,TX,77007,#ERROR!,,,,"4.5 stars, 78 reviews",Approved
Big Blue Swim School,,Swimming school,Unknown,,13032 Middlebrook Road,Germantown,MD,20874,#ERROR!,,,,"4.8 stars, 256 reviews",Approved
Olney Indoor Swim Center,,attractions,Unknown,,16605 Georgia Ave,Olney,MD,20832,#ERROR!,,,,"4.2 stars, 287 reviews",Approved
Thistledown Swim Academy,,Swimming instructor,Unknown,,3524 Brookwood Rd,Mountain Brook,AL,35223,#ERROR!,,,,"5 stars, 1 reviews",Approved
Oakwood University Natatorium,,Swimming school,Unknown,,"Natatorium, 5123 Oakwood Rd",Huntsville,AL,35806,#ERROR!,,,,"4.7 stars, 3 reviews",Approved
Little Otters Swimming Lessons,,Swimming school,Unknown,,1850 Co Rd 209,Danville,AL,35619,#ERROR!,,,,,Approved
Coastal Alabama ISR,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 17 reviews",Approved
"Ready, Set, Splash! Swim Lessons",,Swimming instructor,Unknown,,2506 Danville Rd SW Building B,Decatur,AL,35603,#ERROR!,,,,"5 stars, 17 reviews",Approved
24e Health Clubs,,Gym,Unknown,,2244-A Pelham Pkwy,Pelham,AL,35124,#ERROR!,,,,"4.9 stars, 2114 reviews",Approved
Swim Fit Alaska,,Personal trainer,Unknown,,,,,,,,,,"5 stars, 2 reviews",Approved
The Alaska Club Fairbanks West Gym,,Gym,Unknown,,575 Riverstone Wy,Fairbanks,AK,99709,#ERROR!,,,,"3.8 stars, 63 reviews",Approved
The Alaska Club West Gym,,Gym,Unknown,,1400 W Northern Lights Blvd,Anchorage,AK,99503,#ERROR!,,,,"3.8 stars, 208 reviews",Approved
"The Alaska Club South Gym, Pool, Health & Fitness Center",,Gym,Unknown,,10931 O'Malley Centre Dr,Anchorage,AK,99515,#ERROR!,,,,"3.8 stars, 372 reviews",Approved
Student Recreation Center,,Recreation center,Unknown,,1910 Tanana Lp E,Fairbanks,AK,99775,#ERROR!,,,,"4.6 stars, 203 reviews",Approved
The Alaska Club Fairbanks South Gym & Pool,,Gym,Unknown,,747 Old Richardson Hwy Unit 3,Fairbanks,AK,99701,#ERROR!,,,,"3.8 stars, 316 reviews",Approved
The Alaska Club Eagle River Gym & Pool,,Gym,Unknown,,12001 Business Blvd Suite 3A,Eagle River,AK,99577,#ERROR!,,,,"4.1 stars, 285 reviews",Approved
Bay Club,,Fitness center,Unknown,,2395 Kachemak Dr,Homer,AK,99603,#ERROR!,,,,"3.8 stars, 94 reviews",Approved
The Alaska Club Summit Luxury Gym,,Gym,Unknown,,11001 O'Malley Centre Dr Suite 103,Anchorage,AK,99515,#ERROR!,,,,"4.2 stars, 67 reviews",Approved
Hubbard Family Swim School,,Swimming school,Unknown,,8402 W Thunderbird Rd # B103,Peoria,AZ,85381,#ERROR!,,,,"4.9 stars, 287 reviews",Approved
"Goldfish Swim School - North Scottsdale, AZ",,Swimming school,Unknown,,7000 E Mayo Blvd Suite 26,Phoenix,AZ,85054,#ERROR!,,,,"4.6 stars, 88 reviews",Approved
Demont Family Swim School,,Swimming school,Unknown,,2850 W Ina Rd #130,Tucson,AZ,85741,#ERROR!,,,,"4.9 stars, 91 reviews",Approved
Lancer Aquatic Center - California Baptist University,,Swimming pool,Unknown,,8432 Magnolia Ave,Riverside,CA,92504,#ERROR!,,,,"4.6 stars, 28 reviews",Approved
Sunsational Swim School - Private Swim Lessons,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 465 reviews",Approved
ViVi Swim School,,Swimming school,Unknown,,14007 Ramona Blvd,Baldwin Park,CA,91706,#ERROR!,,,,"5 stars, 63 reviews",Approved
Sunsational Swim School - Private Swim Lessons at Home - Lifeguard Service,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.6 stars, 19 reviews",Approved
Montclair Swim Club,,Swim club,Unknown,,1901 Woodhaven Way,Oakland,CA,94611,#ERROR!,,,,"4.6 stars, 11 reviews",Approved
"California Aquatic Therapy and Wellness Center, Inc.",,Swim club,Unknown,,6801 Long Beach Blvd,Long Beach,CA,90805,#ERROR!,,,,"4.6 stars, 154 reviews",Approved
Baldwin Park Aquatic Center,,Indoor swimming pool,Unknown,,4100 Baldwin Park Blvd,Baldwin Park,CA,91706,#ERROR!,,,,"4.4 stars, 29 reviews",Approved
Arroyo Swim Center,,Outdoor swimming pool,Unknown,,15701 Lorenzo Ave,San Lorenzo,CA,94580,#ERROR!,,,,"4.7 stars, 18 reviews",Approved
British Swim School at 24 Hour Fitness - Orange,,Swimming school,Unknown,,3600 W Orangewood Ave,Orange,CA,92868,#ERROR!,,,,"4.9 stars, 9 reviews",Approved
AC Swim Club,,Swimming school,Unknown,,25 Golden Hinde Blvd,San Rafael,CA,94903,#ERROR!,,,,"4.9 stars, 40 reviews",Approved
Mira Costa High School Swimming Pool,,Swimming pool,Unknown,,,Manhattan Beach,CA,90266,#ERROR!,,,,"4.6 stars, 18 reviews",Approved
Goldfish Swim School - Wicker Park,,Swimming school,Unknown,,1930 W Hubbard St,Chicago,IL,60622,#ERROR!,,,,"4.9 stars, 298 reviews",Approved
SafeSplash Swim School - Parker/LoneTree,,Swimming school,Unknown,,12240 Lioness Way,Parker,CO,80134,#ERROR!,,,,"4.5 stars, 86 reviews",Approved
Lowry Swim Club,,Swim club,Unknown,,352 Quebec Ct,Denver,CO,80230,#ERROR!,,,,"4.5 stars, 18 reviews",Approved
Sweet Blue Swim Academy,,Swimming school,Unknown,,75 3rd St,Stamford,CT,6905,#ERROR!,,,,"4.6 stars, 36 reviews",Approved
Bubbles to Butterfly Swim School,,Swimming school,Unknown,,61 Taftville-Occum Rd,Norwich,CT,6360,#ERROR!,,,,"5 stars, 54 reviews",Approved
Stewie the Duck Swim School,,Swimming school,Unknown,,55 Westport Ave,Norwalk,CT,6851,#ERROR!,,,,"4.8 stars, 149 reviews",Approved
backyardswimpro,,Swimming instructor,Unknown,,35 5th St,Derby,CT,6418,#ERROR!,,,,"5 stars, 43 reviews",Approved
Cornerstone Aquatics Center,,attractions,Unknown,,55 Buena Vista Rd,West Hartford,CT,6107,#ERROR!,,,,"4.2 stars, 107 reviews",Approved
Chelsea Piers Connecticut,,Sports complex,Unknown,,1 Blachley Rd,Stamford,CT,6902,#ERROR!,,,,"4.2 stars, 355 reviews",Approved
Greater Toledo Aquatic Club,,Swim club,Unknown,,2323 W Bancroft St,Toledo,OH,43607,,,,,"4.8 stars, 6 reviews",Approved
SafeSplash Swim School - Perrysburg,,Swimming school,Unknown,,10602 Fremont Pike Suite 4,Perrysburg,OH,43551,#ERROR!,,,,"4.9 stars, 47 reviews",Approved
Goldfish Swim School - Sylvania,,Swimming school,Unknown,,4959 N Holland Sylvania Rd,Sylvania,OH,43560,#ERROR!,,,,"4.9 stars, 89 reviews",Approved
Delaware Community Center YMCA - YMCA of Central Ohio,,Community center,Unknown,,1121 S Houk Rd,Delaware,OH,43015,#ERROR!,,,,"4.2 stars, 316 reviews",Approved
Seaford Community Swim Center,,Swim club,Unknown,,1035 W Locust St,Seaford,DE,19973,#ERROR!,,,,"4.6 stars, 36 reviews",Approved
Bayside Health & Aquatic Club,,Fitness center,Unknown,,31264 Americana Parkway West,Selbyville,DE,19975,#ERROR!,,,,"4.8 stars, 25 reviews",Approved
The Edge 18,,Wedding venue,Unknown,,1 E Whittington Way,Middletown,DE,19709,#ERROR!,,,,"4.8 stars, 61 reviews",Approved
Florida Swim Company,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.8 stars, 144 reviews",Approved
Little Aquatics Swim Lessons,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.8 stars, 721 reviews",Approved
Florida Swimming Pool Association,,Association / Organization,Unknown,,2555 Porter Lake Dr STE 106,Sarasota,FL,34240,#ERROR!,,,,"4.4 stars, 7 reviews",Approved
Sharks & Minnows Swim School,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"4.8 stars, 442 reviews",Approved
Riverdale Swimming part of Swim Florida at Riverdale High School Pool,,Swimming school,Unknown,,2600 Buckingham Rd,Fort Myers,FL,33905,#ERROR!,,,,,Approved
SafeSplash Swim School - Cape Coral,,Swimming school,Unknown,,"Inside LA Fitness, 2301 Del Prado Blvd S #200",Cape Coral,FL,33990,#ERROR!,,,,"4.2 stars, 66 reviews",Approved
Deep Blue Swim School,,Swimming instructor,Unknown,,11459 Adelia St,Spring Hill,FL,34608,#ERROR!,,,,"5 stars, 23 reviews",Approved
Florida Swimming,,Association / Organization,Unknown,,214 E Washington St # B,Minneola,FL,34715,#ERROR!,,,,"5 stars, 2 reviews",Approved
Calypso Swim School,,Swimming instructor,Unknown,,401 E Bearss Ave,Tampa,FL,33613,#ERROR!,,,,"4.5 stars, 8 reviews",Approved
Star Swim Club,,Swimming school,Unknown,,401 E Bearss Ave,Tampa,FL,33613,#ERROR!,,,,"5 stars, 23 reviews",Approved
Morgan County Aquatic Center,,Indoor swimming pool,Unknown,,1151 East Ave,Madison,GA,30650,#ERROR!,,,,"4.5 stars, 22 reviews",Approved
Northside Pool / Fusion Swim Team,,Swim club,Unknown,,5097 Northside Dr,Macon,GA,31210,#ERROR!,,,,"4.3 stars, 61 reviews",Approved
SafeSplash Swim School - Decatur,,Swimming school,Unknown,,1496 Church St,Decatur,GA,30030,#ERROR!,,,,"4.4 stars, 51 reviews",Approved
Saint Marys Aquatic Club,,Swimming competition,Unknown,,301 Herb Bauer Dr,St Marys,GA,31558,#ERROR!,,,,"4.5 stars, 729 reviews",Approved
Georgia Dolphins Llc,,Swimming instructor,Unknown,,999 Dolphins Dr,Stockbridge,GA,30281,#ERROR!,,,,"5 stars, 5 reviews",Approved
Serenbe Swim Club,,Swim club,Unknown,,295 Prom Fld Rd,Chattahoochee Hills,GA,30268,,,,,"4.9 stars, 7 reviews",Approved
Cherokee Swim Club,,Sports club,Unknown,,1200 Wellstar Way,Canton,GA,30115,,,,,,Approved
"Salty Swim School, LLC.",,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 108 reviews",Approved
Lēʻahi Swim School,,Swimming instructor,Unknown,,715 Hoomoana St,Pearl City,HI,96782,#ERROR!,,,,"4.3 stars, 48 reviews",Approved
Koa Swim School,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 71 reviews",Approved
Swim Lessons Hawaii,,Swimming school,Unknown,,15-1947 24th Ave,Keaau,HI,96749,#ERROR!,,,,"4.9 stars, 15 reviews",Approved
Kaimuki-Waialae YMCA,,Community center,Unknown,,4835 Kilauea Ave,Honolulu,HI,96816,#ERROR!,,,,"4.9 stars, 49 reviews",Approved
Little Fish Ocean Swimming School,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 6 reviews",Approved
Swim Lessons Maui,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 11 reviews",Approved
Swim Hawaii,,Swimming school,Unknown,,1337 Lower Campus Rd,Honolulu,HI,96822,,,,,"5 stars, 3 reviews",Approved
"Kona Swim Lessons, LLC",,Swimming instructor,Unknown,,73-1161 Kaiminani Dr,Kailua-Kona,HI,96740,#ERROR!,,,,"5 stars, 28 reviews",Approved
JJ's Swim & Fitness,,Swimming instructor,Unknown,,725 Kapiolani Blvd,Honolulu,HI,96813,#ERROR!,,,,"5 stars, 8 reviews",Approved
The Salvation Army Kroc Center Hawaii,,Community center,Unknown,,91-3257 Kualakai Pkwy,Ewa Beach,HI,96706,#ERROR!,,,,"4.5 stars, 485 reviews",Approved
"Maui Float On Swim Lessons, LLC",,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 8 reviews",Approved
YMCA of Honolulu - Windward Branch,,Non-profit organization,Unknown,,1200 Kailua Rd,Kailua,HI,96734,#ERROR!,,,,"4.8 stars, 72 reviews",Approved
K-Bay Base Pool,,Swimming pool,Unknown,,1196 5th St,Kailua,HI,96734,#ERROR!,,,,"4.1 stars, 73 reviews",Approved
Water Fun Hawaii,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 8 reviews",Approved
ISR Oahu-Child Swimming Lessons,,Swimming school,Unknown,,Waialae Ave,Honolulu,HI,96816,#ERROR!,,,,"5 stars, 13 reviews",Approved
YMCA of Honolulu - Mililani Branch,,Youth organization,Unknown,,95-1190 Hikikaulia St,Mililani,HI,96789,#ERROR!,,,,"4.4 stars, 56 reviews",Approved
Salmon Swimming Pool,,Outdoor swimming pool,Unknown,,,Salmon,ID,83467,#ERROR!,,,,"4 stars, 28 reviews",Approved
Hamm Swim School,,Swimming instructor,Unknown,,423 Military Dr,Coeur d'Alene,ID,83814,#ERROR!,,,,"5 stars, 10 reviews",Approved
Mauston Indoor Pool,,Indoor swimming pool,Unknown,,508 Grayside Ave,Mauston,WI,53948,#ERROR!,,,,"4.5 stars, 11 reviews",Approved
British Swim School at Esporta Fitness - Plainfield,,Swimming school,Unknown,,1745 Illinois Rte 59,Plainfield,IL,60586,#ERROR!,,,,"4.6 stars, 11 reviews",Approved
Fort Natatorium,,Swimming pool,Unknown,,300 E Emerson St,Bloomington,IL,61701,,,,,"4.5 stars, 6 reviews",Approved
Delta Aquatics,,Club,Unknown,,1525 Harvey Rd,Oswego,IL,60543,,,,,"4.3 stars, 36 reviews",Approved
Flanagan Memorial Pool,,Indoor swimming pool,Unknown,,204 E Falcon Hwy,Flanagan,IL,61740,#ERROR!,,,,"3.8 stars, 10 reviews",Approved
Marmion Academy Swimming Pool,,Swimming pool,Unknown,,1000 Butterfield Rd,Aurora,IL,60502,#ERROR!,,,,"4.9 stars, 15 reviews",Approved
Swim Reedsburg,,Swimming school,Unknown,,E6881 N Dewey Ave,Reedsburg,WI,53959,#ERROR!,,,,"5 stars, 32 reviews",Approved
Saluki Swim Club,,Sports club,Unknown,,300 E Grand Ave,Carbondale,IL,62901,#ERROR!,,,,,Approved
Markin Family Student Recreation Center,,Recreation center,Unknown,,812 Clarissa Court,Peoria,IL,61606,#ERROR!,,,,"4.6 stars, 76 reviews",Approved
Glenbrook Aquatics,,Club,Unknown,,2300 Shermer Rd,Northbrook,IL,60062,#ERROR!,,,,"4.7 stars, 27 reviews",Approved
Ben Davis Aquatics,,Swimming pool,Unknown,,1200 N Girls School Rd,Indianapolis,IN,46214,,,,,"4.8 stars, 4 reviews",Approved
Mary Beth Dunnichay Aquatic Center,,Aquatic center,Unknown,,713 N 20th St,Elwood,IN,46036,#ERROR!,,,,"4.1 stars, 15 reviews",Approved
Indy Island Aquatic Center,,Indoor swimming pool,Unknown,,8575 E Raymond St,Indianapolis,IN,46239,#ERROR!,,,,"4.1 stars, 414 reviews",Approved
British Swim School at LivRite Fitness – North Indianapolis,,Swimming school,Unknown,,6220 N Butler Ave,Indianapolis,IN,46220,#ERROR!,,,,"4.9 stars, 12 reviews",Approved
Aurora Aquatic Center,,attractions,Unknown,,244 City Pk Cir,Aurora,IN,47001,#ERROR!,,,,"4.7 stars, 49 reviews",Approved
Greene Aquatic Center,,Swimming pool,Unknown,,205 W Rowley St,Greene,IA,50636,#ERROR!,,,,"4.8 stars, 20 reviews",Approved
Reinbeck Aquatic Center,,attractions,Unknown,,414 Main St,Reinbeck,IA,50669,#ERROR!,,,,"4.5 stars, 33 reviews",Approved
Clarion Aquatic Center,,attractions,Unknown,,618 5th Ave NE,Clarion,IA,50525,,,,,"4.4 stars, 19 reviews",Approved
Gowrie Swimming Pool,,Swimming pool,Unknown,,1202 Beek St,Gowrie,IA,50543,,,,,"4.9 stars, 18 reviews",Approved
Rockwell Aquatic Center,,attractions,Unknown,,610 1st St S,Rockwell,IA,50469,#ERROR!,,,,"4.3 stars, 13 reviews",Approved
Wichita Swim Club,,Swim club,Unknown,,8323 E Douglas Ave,Wichita,KS,67207,#ERROR!,,,,"4.5 stars, 148 reviews",Approved
USD 501 Natatorium,,Indoor swimming pool,Unknown,,"Hummer Sports Park, 530 SW Tuffy Kellogg Dr #03/02",Topeka,KS,66606,,,,,"4.6 stars, 84 reviews",Approved
Markley Grove Park Swimming Pool,,attractions,Unknown,,"Markley Park, Swimming Pool, K 106 Hwy",Minneapolis,KS,67467,#ERROR!,,,,"4.9 stars, 13 reviews",Approved
Clifton Swimming Pool,,attractions,Unknown,,501 W Parallel St,Clifton,KS,66937,#ERROR!,,,,"4.6 stars, 10 reviews",Approved
Taylor Mill Swim Club,,Swim club,Unknown,,5791 Taylor Mill Rd,Covington,KY,41015,#ERROR!,,,,"4.6 stars, 67 reviews",Approved
Highlands Swim Club,,Swim club,Unknown,,41900 Palm Ave,Fremont,CA,94539,#ERROR!,,,,"4.8 stars, 35 reviews",Approved
Swim with Bekah,,Swimming instructor,Unknown,,39246 Blue Heron Ct,Prairieville,LA,70769,#ERROR!,,,,"5 stars, 4 reviews",Approved
ENAI SWIM LLC,,Swimming instructor,Unknown,,622 Parkside Dr,Thibodaux,LA,70301,#ERROR!,,,,"5 stars, 1 reviews",Approved
Maine Splash Swim School,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 2 reviews",Approved
Little Waves Swim Academy,,Swimming instructor,Unknown,,,,,,#ERROR!,,,,"5 stars, 8 reviews",Approved
IPS Surf and Water Sports,,Sports school,Unknown,,7 Main St,Harrison,ME,4040,#ERROR!,,,,"4.9 stars, 55 reviews",Approved
Boys & Girls Clubs and YMCA of Greater Waterville at the Alfond Youth & Community Center,,Family service center,Unknown,,126 North St,Waterville,ME,4901,#ERROR!,,,,"3.4 stars, 55 reviews",Approved
Fairfield Community Center,,Community center,Unknown,,61 Water St,Fairfield,ME,4937,#ERROR!,,,,"4.3 stars, 86 reviews",Approved
Winthrop Town Beach,,Beach,Unknown,,117 Bowdoin St,Winthrop,ME,4364,,,,,"4.2 stars, 98 reviews",Approved
Midco® Aquatic Center,,attractions,Unknown,,1601 S Western Ave,Sioux Falls,SD,57105,#ERROR!,,,,"4.1 stars, 1018 reviews",Approved
Mitchell Aquatic Center,,Sports complex,Unknown,,1201 E Hanson Ave,Mitchell,SD,57301,#ERROR!,,,,"4.4 stars, 96 reviews",Approved
SafeSplash Swim School - Sioux Falls (East),,Swimming school,Unknown,,603 S Highline Pl,Sioux Falls,SD,57110,#ERROR!,,,,"4.9 stars, 40 reviews",Approved
Hartford Swimming Pool,,Swimming pool,Unknown,,406 N Vandemark Ave,Hartford,SD,57033,#ERROR!,,,,"3.8 stars, 28 reviews",Approved
SafeSplash Swim School - Sioux Falls (Woodlake),,Swimming school,Unknown,,4600 S Tennis Ln,Sioux Falls,SD,57106,#ERROR!,,,,"5 stars, 1 reviews",Approved
Colman Swimming Pool,,Swimming facility,Unknown,,,Colman,SD,57017,#ERROR!,,,,"2.7 stars, 3 reviews",Approved
SafeSplash Swim School - Sioux Falls (South),,Swimming school,Unknown,,427 W 85th St,Sioux Falls,SD,57108,#ERROR!,,,,"4.9 stars, 109 reviews",Approved
Aquatics Center,,Swimming facility,Unknown,,"20747, 13820 Old Gunpowder Rd",Laurel,MD,20707,#ERROR!,,,,"4.5 stars, 29 reviews",Approved
Swim America Sioux Falls,,Swimming instructor,Unknown,,3408 W Ralph Rogers Rd,Sioux Falls,SD,57108,#ERROR!,,,,"3.8 stars, 4 reviews",Approved
Robert I. Bickford Natatorium,,Sports complex,Unknown,,"Robert I. Bickford Natatorium, 10129, 10207 Campus Way S",Largo,MD,20774,#ERROR!,,,,"4.5 stars, 59 reviews",Approved
Atholton Swim Club,,Swim club,Unknown,,6731 Seneca Dr,Columbia,MD,21046,#ERROR!,,,,"4.7 stars, 30 reviews",Approved
Family Aquatic Center,,Aquatic center,Unknown,,825 3rd St SW,Watertown,SD,57201,#ERROR!,,,,"4.5 stars, 149 reviews",Approved
Mitchell Aquatic Club,,Sports complex,Unknown,,1401 N Main St,Mitchell,SD,57301,#ERROR!,,,,"4.4 stars, 17 reviews",Approved
Baldwin Hills Swim Club,,Swim club,Unknown,,1153 Cecil Ave S,Millersville,MD,21108,#ERROR!,,,,"4.2 stars, 15 reviews",Approved
Cheverly Swim and Racquet Club,,Swim club,Unknown,,5600 Euclid St,Cheverly,MD,20785,#ERROR!,,,,"4.4 stars, 90 reviews",Approved
Nob Hill Swim Club,,Swim club,Unknown,,9538 Westwood Dr,Ellicott City,MD,21042,#ERROR!,,,,"4.8 stars, 24 reviews",Approved
